raw_affiliation_string,label
"Akademia Ekonomiczna w Poznaniu, doktorant",Poznań University of Economics and Business {https://ror.org/0532c1x92}
"Wydział Architektury Politechniki Krakowskiej, ul. Warszawska 24, 30-155 Kraków",Cracow University of Technology {https://ror.org/00pdej676}
03-301 Warszawa,
Wojewódzki Szpital Specjalistyczny im. błogosławionego księdza Jerzego Popiełuszki we Włocławku,
"Poznańska Hodowla Roślin Sp. z o. o. Plant Breeding Station Nagrodowice, Poland.",Poznańska Hodowla Roślin (Poland) {https://ror.org/026s4w053}
"Uniwersytet Warmińsko-Mazurski, Wydział Nauk Technicznych, ul. Oczapowskiego 11, 10-900 Olsztyn",University of Warmia and Mazury in Olsztyn {https://ror.org/05s4feg49}
"Katedra Patofizjologii, Weterynarii Sądowej i Administracji, Uniwersytet Warmińsko-Mazurski w Olsztynie, Olsztyn",University of Warmia and Mazury in Olsztyn {https://ror.org/05s4feg49}
"Czestochowa University of Technology, Armii Krajowej 19 Av., 42-200 Częstochowa, Poland",Częstochowa University of Technology {https://ror.org/046awyn59}
"Institute of Physics, M. Curie-Skłodowska University, Radziszewskiego 10, Pl 20-031 Lublin, Poland",Maria Curie-Skłodowska University {https://ror.org/015h0qg34}
"Instytut Psychiatrii i Neurologii, Warszawa",Institute of Psychiatry and Neurology {https://ror.org/0468k6j36}
"Uniwersytet Warszawski, Narodowy Bank Polski",University of Warsaw {https://ror.org/039bjqg32}|National Bank of Poland {https://ror.org/00tystp70}
Łukasiewicz Network IPS TABOR,Łukasiewicz Research Network - Rail Vehicles Institute {https://ror.org/02px88477}
Dział Medyczny Roche Polska Sp. z o.o.,
"LPGP, Université Paris Sud - CNRS, 91405 Orsay, France",University of Paris-Sud {https://ror.org/028rypz17}|French National Centre for Scientific Research {https://ror.org/02feahw73}|Laboratoire de Physique des Gaz et des Plasmas {https://ror.org/04bgjpg77}
Department of Radiology Clínica Radiológica Caraffa Córdoba Argentina,
Universidade Federal de Juiz de Fora  Faculdade de Farmácia  Editor Associado Â HU Revista,Universidade Federal de Juiz de Fora {https://ror.org/04yqw9c44}
"CICEGe, Departamento de Ciências da Terra, Faculdade de Ciências e Tecnologia, Universidade nova de Lisboa, Caparica, Portugal",Universidade Nova de Lisboa {https://ror.org/02xankh89}
"Fundação Universitária de Cardiologia, Porto Alegre, Brasil",Fundação Universitária de Cardiologia {https://ror.org/01ttgmj63}
"Hospital Ana Nery, Salvador, Brazil",Hospital Ana Nery {https://ror.org/04aercx33}
"Univesidade Estadual de Ponta Grossa, Ponta Grossa - Brasil",Universidade Estadual de Ponta Grossa {https://ror.org/027s08w94}
"Município de São Paulo, São Paulo, Brazil",Prefeitura do Município de São Paulo {https://ror.org/0121en785}
"3 BIAL - Portela & C , S.A., S. Mamede do Coronado, Portugal.",Bial (Portugal) {https://ror.org/02htdjb57}
Universidade Federal do Ceará (UFC)/Graduada em Ciências Contábeis,Universidade Federal do Ceará {https://ror.org/03srtnf24}
"Universidade Federal do Rio de Janeiro, Hospital Universitário Clementino Fraga Filho, Departamento de Neurologia, Rio de Janeiro RJ, Brazil.",Universidade Federal do Rio de Janeiro {https://ror.org/03490as77}|Hospital Universitário Clementino Fraga Filho {https://ror.org/04pznag94}
"Departamento de Matemática Aplicada, Universidade Federal Fluminense, R. Mário Santos Braga, Niterói, RJ, Brasil",Universidade Federal Fluminense {https://ror.org/02rjhbb08}
"Universidade Federal de Minas Gerais, Instituto de Ciências Biológicas, Departamento de Botânica, Avenida Antônio Carlos, 6627, Pampulha, Caixa Postal 486, 31270-970 Belo Horizonte, Minas Gerais, Brazil",Universidade Federal de Minas Gerais {https://ror.org/0176yjw32}
"Universidade Aberta de Lisboa, Lisboa, Portugal",Universidade Aberta {https://ror.org/02rv3w387}
"Departamento de Físico-Química, Instituto de Química (IQ), Universidade de Campinas (UNICAMP), Campinas, São Paulo 13083-970, Brazil",Universidade Estadual de Campinas (UNICAMP) {https://ror.org/04wffgt70}
"Instituto de Bioquímica da Universidade Federal do Paraná and Instituto de Biologie e Pesquisas Tecnológicas (Divisão de Bioquímica), Curitiba, Paraná, Brazil",Federal University of Paraná {https://ror.org/05syd6y78}|Instituto de Tecnologia do Paraná {https://ror.org/01yv6h358}
"CERIS, ICIST and Departamento de Engenharia Civil, Faculdade de Ciências e Tecnologia, Universidade NOVA de Lisboa, 2829–516 Caparica, Portugal",Universidade Nova de Lisboa {https://ror.org/02xankh89}|Civil Engineering Research and Innovation for Sustainability {https://ror.org/04dqesy58}
"Escola Superior da Magistratura-ESMA/PB, curso de Especialização em Prática Judicante.",
CAUTL / LabEL / Faculdade de Letras da Universidade de Lisboa,University of Lisbon {https://ror.org/01c27hj86}
"University of Santiago de Compostela, Santiago de Compostela/Spain",Universidade de Santiago de Compostela {https://ror.org/030eybx10}
"IF-PR Campus Paranaguá, Paranaguá, Brazil",Instituto Federal de Educação Ciência e Tecnologia do Paraná {https://ror.org/02znfhp50}
"Instituto Pau Brasil de Historia Natural, Arujá, Brazil",
"Kimron Veterinary Institute, P.O.B. 12, Bet Dagan, Israel",
Pontificia Univ. Catolica de Chile (Chile),Pontificia Universidad Católica de Chile {https://ror.org/04teye511}
"Alexandru Ioan Cuza University, Faculty of Geography and Geology, Iaşi, România",Alexandru Ioan Cuza University {https://ror.org/022kvet57}
"Centrul de Cercetare în Gastroenterologie şi Hepatologie Craiova, Universitatea de Medicină şi Farmacie din Craiova, România.",University of Medicine and Pharmacy of Craiova {https://ror.org/031d5vw30}
"Politehnica University, Splaiul Independentei 313, Bucharest, Romania",Polytechnic University of Bucharest {https://ror.org/0558j5q12}
"Belarus State University, 4 Nezalezhnosti Avenue, Minsk 220030, Belarus",Belarusian State University {https://ror.org/021036w13}
Министерство сельского хозяйства РФ,Ministry of Agriculture of the Russian Federation {https://ror.org/04y3hfp43}
"Санкт-Петербургский НИИ фтизиопульмонологии, Российская Федерация",Saint-Petersburg Research Institute of Phthisiopulmonology {https://ror.org/04jg36w98}
"Волгоградский государственный университет, Волгоград, Россия",Volgograd State University {https://ror.org/0093wrd09}
Некоммерческое акционерное общество «Медицинский университет Караганды» Министерства здравоохранения Республики Казахстан,Karaganda State Medical University {https://ror.org/024cz2s53}|Ministry of Health of the Republic of Kazakhstan {https://ror.org/022syee28}
Читинский техникум железнодорожного транспорта Иркутского государственного университета путей сообщения (ЗабИЖТ ИрГУПС),Irkutsk State Transport University {https://ror.org/05smtc341}
Уральский государственный университет физической культуры (Челябинск),Ural State University of Physical Culture {https://ror.org/024xmp423}
"Санкт-Петербургский государственный университет, Российский институт истории искусств",St Petersburg University {https://ror.org/023znxa73}
Казанский кооперативный институт,
Институт экономики КР МОН РК,Ministry of Education and Science of the Republic of Kazakhstan {https://ror.org/03pj6ge82}
"кафедра экономики, Самарский государственный университет, 443011, Российская Федерация, г. Самара, ул. Акад. Павлова, 1.",Samara State University {https://ror.org/00sn9ab77}
"Музеи Московского Кремля (Кремль, 103132 Москва, Российская Федерация)",
Политехнический институт Таджикского технического университета имени академика М.С. Осими,Tajik Technical University named after academic M.S.Osimi {https://ror.org/01c1kpg39}
#R##N#ФГБОУ ДПО «Российская медицинская академия непрерывного профессионального образования» Минздрава России,Ministry of Health of the Russian Federation {https://ror.org/01p8ehb87}|Russian Medical Academy of Continuous Professional Education {https://ror.org/01t6bjk79}
"ФГБНУ «Научный центр сердечно-сосудистой хирургии им. А.Н.Бакулева», Москва",Bakulev Scientific Center for Cardiovascular Surgery Russian Academy of Medical Sciences {https://ror.org/03c94bc04}
Санкт-Петербургский государственный морской технический университет,State Marine Technical University of St. Petersburg {https://ror.org/03spdpm68}
Филиал НИИ кардиологии СО РАМН «Тюменский кардиологический центр»,Siberian Branch of the Russian Academy of Sciences {https://ror.org/02frkq021}
Федеральное государственное унитарное предприятие «Российский федеральный ядерный центр - Всероссийский научно-исследовательский институт технической физики имени академика Е.И. Забабахина»,All-Russian Scientific Research Institute of Technical Physics {https://ror.org/02se2k984}
"Policlinic Human, 18000 Niš, Serbia.",
"Ulsi Lab., Mitsubishi Electric Corp.",Mitsubishi Electric (Japan) {https://ror.org/033y26782}
"Tajimi Iwase Eye Clinic, Tajimi, Japan.",
"professor, överläkare, Karolinska universitetssjukhuset, CLINTEC, Karolinska institutet.",Karolinska University Hospital {https://ror.org/00m8d6786}|Karolinska Institutet {https://ror.org/056d84691}
"Karolinska Institutet, Department of Medicine, Karolinska University Hospital, Stockholm, Sweden. Goran.Hansson@ki.se",Karolinska University Hospital {https://ror.org/00m8d6786}|Karolinska Institutet {https://ror.org/056d84691}
"c Department of Medicine, Solna , Karolinska Institutet , Stockholm , Sweden.",Karolinska Institutet {https://ror.org/056d84691}
"Mälardalen Real-Time Research Center, Mälardalen University, P.O. Box 883, 72123 Västerås, Sweden",Mälardalen University {https://ror.org/033vfbz75}
"Gürgan Clinic, Ankara",
"Baskent Universitesi Tip Fakultesi infeksiyon Hastaliklari ve Klinik Mikrobiyoloji Anabilim Dali, Ankara",Başkent University {https://ror.org/02v9bqx10}
"Department of Cardiology, Türkiye Yüksek Ihtisas Hastanesi, Ankara, Turkey.",Türkiye Yüksek İhtisas Hastanesi {https://ror.org/000e3j968}
"Mersin Üniversitesi, Mimarlık Fakültesi, Mimarlık Bölümü",Mersin University {https://ror.org/04nqdwb39}
Anadolu Üniversitesi güzel Sanatlar Fakültesi,Anadolu University {https://ror.org/05nz37n09}
"Hacettepe Üniversitesi Onkoloji Enstitüsü Medikal Onkoloji Bölümü, Ankara, Türkiye",Hacettepe University {https://ror.org/04kwvgz42}
"Department of Industrial Engineering, Özyeğin University, Çekmeköy, İstanbul, Türkiye",Özyeğin University {https://ror.org/01jjhfr75}
"Izmir Bakircay Üniversitesi, İİBF, İsletme bolumu",Bakırçay Üniversitesi {https://ror.org/017v96566}
"Gümüşhane Üniversitesi, Edebiyat Fakültesi, Türk Dili ve Edebiyatı Bölümü",Gümüşhane University {https://ror.org/00r9t7n55}
Cayeli Bakir Isletmeleri A.S.,
"Başkent Üniversitesi İktisadi ve İdari Bilimler Fakültesi Ankara, Türkiye",Başkent University {https://ror.org/02v9bqx10}
ATATÜRK ÜNİVERSİTESİ#R##N#K.K.E.F.#R##N#Eğitim Bilimleri Bölümü,Atatürk University {https://ror.org/03je5c526}
"Yun  1, HE Juan  1, CHANG Jun  Bao    1   , CHEN Rong  Feng  1   XIE Jing  Xi  1, GE Yong  Hui  1, LIU Yue  Qi  2",
"~a,WANG Zhi-qiang~a,XU Li-na~b,ZHU Zi-hao~c",
"Shandong Geological Mapping Institute,Shandong Jinan 250011,China)",Shandong Geological Sciences Institute {https://ror.org/00av6fw44}
"The Hospital of Zaozhuang,Shandong Zaozhuang 277102,China)",Zaozhuang Municipal Hospital {https://ror.org/01nvdh647}
"~1,MA Guang-wen~1,WU Shi-yong~",
LI Shuang-ling,
"Zuxia.com Inc., Xiamen",
四川省乐山市人民医院神经外科,
063000 唐山市人民医院心内科,Tangshan People's Hospital {https://ror.org/00xw2x114}
"福建医科大学电镜室,福建,福州350004",Fujian Medical University {https://ror.org/050s6ns64}
"100730,卫生部北京医院护理质控教学办公室",Beijing Hospital {https://ror.org/02jwb5s28}|Ministry of Health {https://ror.org/00pkvys92}
上海市公共卫生中心临床中心,Shanghai Public Health Clinical Center {https://ror.org/01nnwyz44}
上海杨浦区中心医院,Yangpu Hospital of Tongji University {https://ror.org/05cqn9380}
"Nanjing 210007, China )",
"广州医学院第三附属医院妇二区,广东广州,510150",Third Affiliated Hospital of Guangzhou Medical University {https://ror.org/00fb35g87}
安徽医科大学第一附属医院内分泌科,First Affiliated Hospital of Anhui Medical University {https://ror.org/03t1yn780}
"510080 广州,中山大学附属第一医院医学影像科","The First Affiliated Hospital, Sun Yat-sen University {https://ror.org/037p24858}"
"温州医学院附属育英儿童医院,浙江,温州,325003",Second Affiliated Hospital & Yuying Children's Hospital of Wenzhou Medical University {https://ror.org/0156rhd17}
430022，武汉，华中科技大学同济医学院生化教研室,Huazhong University of Science and Technology {https://ror.org/00p991c53}
"116011,大连,大连医科大学附属一院眼科",First Affiliated Hospital of Dalian Medical University {https://ror.org/055w74b96}
"哈尔滨医科大学附属第二医院呼吸一科,150086",Second Affiliated Hospital of Harbin Medical University {https://ror.org/03s8txj32}
佛山市顺德区第一人民医院,The First People's Hospital of Shunde {https://ror.org/00wwb2b69}
"广东药学院药剂学教研室,广东,广州,510006",Guangdong Pharmaceutical University {https://ror.org/02vg7mz57}
東京都立科学技術大学[院],Tokyo Metropolitan University {https://ror.org/00ws30h19}
岡山大学医学部第三内科,Okayama University {https://ror.org/02pc6pc55}
沈阳市苏家屯区中心医院普通外科,Shenyang Sujiatun District Central Hospital {https://ror.org/00sv6gs75}
