ORG,CITY,COUNTRY,label
Fachhochschule der Diakonie Bielefeld-Bethel,Bielefeld,Germany,Fachhochschule der Diakonie {https://ror.org/00yvfbm89}
Fachhochschule Stralsund,Stralsund,Germany,University of Applied Sciences Stralsund {https://ror.org/04g99jx54}
Georg-August-Universität Göttingen,Göttingen,Germany,University of Göttingen {https://ror.org/01y9bpm73}
Handelshochschule Leipzig (Priv. H),Leipzig,Germany,HHL Leipzig Graduate School of Management {https://ror.org/00vjd4k74}
Hochschule für Angewandte Wissenschaften Hamburg,Hamburg,Germany,HAW Hamburg {https://ror.org/00fkqwx76}
Hochschule für Angewandte Wissenschaften Hof,Hof,Germany,Hof University of Applied Sciences {https://ror.org/04q5vv384}
Hochschule für Musik Würzburg,Würzburg,Germany,University of Music Würzburg {https://ror.org/05m1pqv80}
Hochschule Mittweida (University of Applied Sciences),Mittweida,Germany,Hochschule Mittweida {https://ror.org/024ga3r86}
Hochschule Niederrhein,Mönchengladbach,Germany,Hochschule Niederrhein {https://ror.org/027b9qx26}
Hochschule Nordhausen,Nordhausen,Germany,Nordhausen University of Applied Sciences {https://ror.org/04nbz6d36}
Hochschule Osnabrück (FH),Osnabrück,Germany,Hochschule Osnabrück {https://ror.org/059vymd37}
"Hochschule Pforzheim - Gestaltung, Technik, Wirtschaft und Recht",Pforzheim,Germany,Pforzheim University of Applied Sciences {https://ror.org/00qakfc35}
Hochschule Reutlingen,Reutlingen,Germany,Reutlingen University {https://ror.org/00q644y50}
Hochschule RheinMain,Wiesbaden,Germany,RheinMain University of Applied Sciences {https://ror.org/0378gm372}
Hochschule Ruhr West (HRW),Mülheim an der Ruhr,Germany,Ruhr West University of Applied Sciences {https://ror.org/02nkxrq89}
Hochschule Schmmalkalden,Schmalkalden,Germany,Schmalkalden University of Applied Sciences {https://ror.org/02nq4wt82}
Hochschule Wismar,Wismar,Germany,University of Wismar {https://ror.org/00s1ckt27}
Hochschule Worms,Worms,Germany,University of Applied Sciences Worms {https://ror.org/031ph8d53}
praxisHochschule Köln (Priv. FH),Cologne,Germany,
Technische Universität Bergakademie Freiberg,Freiberg,Germany,TU Bergakademie Freiberg {https://ror.org/031vc2293}
Technische Universität Berlin,Berlin,Germany,Technische Universität Berlin {https://ror.org/03v4gjf40}
Universität Augsburg,Augsburg,Germany,University of Augsburg {https://ror.org/03p14d497}
Universität Bielefeld,Bielefeld,Germany,Bielefeld University {https://ror.org/02hpadn98}
Universität Bremen,Bremen,Germany,University of Bremen {https://ror.org/04ers2y35}
Ανωτατη Εκκλησιαστικη Ακαδημια Θεσσαλονικης,Thessaloniki,Greece,
Ανωτάτη Σχολή Καλών Τεχνών,Athens,Greece,Athens School of Fine Arts {https://ror.org/01rk3xf02}
Ανώτατη Σχολή Παιδαγωγικής και Τεχνολογικής Εκπαίδευσης,Athens,Greece,School of Pedagogical and Technological Education {https://ror.org/04v3r9z94}
Ανώτατο Εκπαιδευτικό Ίδρυμα Πειραιά Τεχνολογικού Τομέα,Aigaleo,Greece,Technological Educational Institute of Piraeus {https://ror.org/00ks0ea23}
Ανώτατο Τεχνολογικό Εκπαιδευτικό Ίδρυμα Ανατολικής Μακεδονίας και Θράκης,Kavala,Greece,Technological Educational Institute of Eastern Macedonia and Thrace {https://ror.org/0009xxz90}
Γεωπονικό Πανεπιστήμιο Αθηνών,Athens,Greece,Agricultural University of Athens {https://ror.org/03xawq568}
A Tan Kapuja Buddhista Főiskola (TKBF),Budapest,Hungary,Dharma Gate Buddhist College {https://ror.org/0111cdx62}
Neumann János Egyetem (NJE),Kecskemét,Hungary,John von Neumann University {https://ror.org/03n9qzd79}
Pécsi Tudományegyetem (PTE),Pécs,Hungary,University of Pecs {https://ror.org/037b5pv06}
"Dún Laoghaire Institute of Art, Design and Technology",Dún Laoghaire,Ireland,"Dún Laoghaire Institute of Art, Design and Technology {https://ror.org/02dk7c653}"
"Institute of Technology, Carlow",Carlow,Ireland,Institute of Technology Carlow {https://ror.org/02frwys47}
"National University of Ireland, Maynooth",Maynooth,Ireland,"National University of Ireland, Maynooth {https://ror.org/048nfjm95}"
"Accademia delle Belle Arti ""Mario Sironi"" - Sassari",Sassari,Italy,Accademia di Belle Arti di Sassari {https://ror.org/029q6vx61}
Accademia delle Belle Arti di Bari,Bari,Italy,Academy of Fine Arts of Bari {https://ror.org/04vh8f825}
Accademia delle Belle Arti di Bologna,Bologna,Italy,Accademia di Belle Arti di Bologna {https://ror.org/04rqr4m92}
Accademia delle Belle Arti di Catanzaro,Catanzaro,Italy,Accademia di Belle Arti di Catanzaro {https://ror.org/0459rb715}
Accademia delle Belle Arti di Firenze,Firenze,Italy,Accademia di Belle Arti di Firenze {https://ror.org/01ym43775}
Accademia delle Belle Arti di Frosinone,Frosinone,Italy,Accademia di Belle Arti di Frosinone {https://ror.org/03ekjqb98}
"Accademia delle Belle Arti di Milano ""Brera""",Milano,Italy,Brera Academy {https://ror.org/00rfy7667}
Accademia delle Belle Arti di Napoli,Naples,Italy,Accademia di Belle Arti di Napoli {https://ror.org/01xk4y863}
Accademia delle Belle Arti di Palermo,Palermo,Italy,Accademia di Belle Arti di Palermo {https://ror.org/03en4zh39}
"Accademia delle Belle Arti di Torino ""Albertina""",Torino,Italy,Accademia Albertina delle Belle Arti {https://ror.org/00se00q44}
"Accademia delle Belle Arti legalmente riconosciuta di VITERBO ""Lorenzo da Viterbo""",Viterbo,Italy,
"Accademia Nazionale di Arte Drammatica di ROMA ""Silvio d'Amico""",Rome,Italy,Silvio d'Amico National Academy of Dramatic Arts {https://ror.org/03q8zdw85}
Accademia nazionale di danza di ROMA,Rome,Italy,National Academy of Dance {https://ror.org/018g0vw88}
"Conservatorio di L'AQUILA ""Alfredo Casella""",L'Aquila,Italy,Conservatorio statale di Musica Alfredo Casella {https://ror.org/04p175r34}
"Conservatorio di POTENZA ""Gesualdo da Venosa""",Potenza,Italy,Conservatorio di Musica Carlo Gesualdo da Venosa Potenza {https://ror.org/00r8emz85}
Università degli Studi della Campania Luigi Vanvitelli,Caserta,Italy,"University of Campania ""Luigi Vanvitelli"" {https://ror.org/02kqnpp86}"
Università degli Studi di BARI ALDO MORO,Bari,Italy,University of Bari Aldo Moro {https://ror.org/027ynra39}
Università degli Studi di BERGAMO,Bergamo,Italy,University of Bergamo {https://ror.org/02mbd5571}
Università degli Studi di BOLOGNA,Bologna,Italy,University of Bologna {https://ror.org/01111rn36}
Università degli Studi di BRESCIA,Brescia,Italy,University of Brescia {https://ror.org/02q2d2610}
Università degli Studi di MACERATA,Macerata,Italy,University of Macerata {https://ror.org/0001fmy77}
Università degli Studi di MESSINA,Messina,Italy,University of Messina {https://ror.org/05ctdxz19}
Università degli Studi di MILANO,Milano,Italy,University of Milan {https://ror.org/00wjc7c48}
Università degli Studi di MODENA e REGGIO EMILIA,Modena,Italy,University of Modena and Reggio Emilia {https://ror.org/02d4c4y02}
"Università degli Studi di NAPOLI ""Federico II""",Naples,Italy,University of Naples Federico II {https://ror.org/05290cv24}
"Università degli Studi di NAPOLI ""L'Orientale""",Naples,Italy,University of Naples - L'Orientale {https://ror.org/01q9h8k89}
"Università degli Studi di NAPOLI ""Parthenope""",Naples,Italy,Parthenope University of Naples {https://ror.org/05pcv4v03}
Università degli Studi di TERAMO,Teramo,Italy,University of Teramo {https://ror.org/01yetye73}
Università degli Studi di TORINO,Torino,Italy,University of Turin {https://ror.org/048tbm396}
Università degli Studi di TRENTO,Trento,Italy,University of Trento {https://ror.org/05trd4x28}
Università degli Studi di UDINE,Udine,Italy,University of Udine {https://ror.org/05ht0mh31}
"Università degli Studi di URBINO ""Carlo BO""",Urbino,Italy,University of Urbino {https://ror.org/04q4kt073}
Università degli Studi di VERONA,Verona,Italy,University of Verona {https://ror.org/039bp8j42}
Ventspils augstskola,Ventspils,Latvia,Ventspils University of Applied Sciences {https://ror.org/03sc6wx59}
Hanzehogeschool Groningen,Groningen,Netherlands,Hanze University of Applied Sciences {https://ror.org/00xqtxw43}
HAS Hogeschool,’s-Hertogenbosch,Netherlands,HAS University of Applied Sciences {https://ror.org/05p706d77}
NHL Hogeschool,Leeuwarden,Netherlands,NHL University of Applied Sciences {https://ror.org/05m4jv490}
NHL Stenden Hogeschool,Leeuwarden,Netherlands,NHL Stenden University of Applied Sciences {https://ror.org/02xgxme97}
Handelshøyskolen BI,Oslo,Norway,BI Norwegian Business School {https://ror.org/03ez40v33}
Universitetet i Agder,Kristiansand,Norway,University of Agder {https://ror.org/03x297z98}
Akademia Finansów i Biznesu Vistula,Warszawa,Poland,Vistula University {https://ror.org/044sqta95}
Akademia Ignatianum w Krakowie,Kraków,Poland,Jesuit University Ignatianum {https://ror.org/009j14p05}
Akademia im. Jana Długosza w Częstochowie,Częstochowa,Poland,Jan Długosz University {https://ror.org/0566yhn94}
Uniwersytet Humanistyczno-Przyrodniczy im. Jana Długosza w Częstochowie,Częstochowa,Poland,Jan Długosz University {https://ror.org/0566yhn94}
Uniwersytet im. Adama Mickiewicza w Poznaniu,Poznań,Poland,Adam Mickiewicz University in Poznań {https://ror.org/04g6bbq64}
Academia da Força Aérea,Sintra,Portugal,Portuguese Air Force Academy {https://ror.org/045hg4108}
Academia Militar,Lisboa,Portugal,Portuguese Military Academy {https://ror.org/0245c5212}
Instituto de Estudos Superiores Financeiros e Fiscais (Porto),Vila Nova de Gaia,Portugal,Instituto de Estudos Superiores Financeiros e Fiscais {https://ror.org/00h974d79}
Instituto Politécnico da Guarda,Guarda,Portugal,Instituto Politécnico da Guarda {https://ror.org/02463v873}
Instituto Politécnico de Setúbal,Setúbal,Portugal,Instituto Politecnico de Setubal {https://ror.org/01bvjz807}
Academia de Muzică „Gheorghe Dima” din Cluj-Napoca,Cluj-Napoca,Romania,Gheorghe Dima Music Academy {https://ror.org/01jm65960}
Academia de Studii Economice din București,Bucharest,Romania,Bucharest University of Economic Studies {https://ror.org/04yvncj21}
Academia Forțelor Aeriene Henri Coandă Brașov,Brașov,Romania,Henri Coanda Air Force Academy {https://ror.org/0425rjj21}
"Academia Forțelor Terestre ""Nicolae Bălcescu” din Sibiu",Sibiu,Romania,Nicolae Bălcescu Land Forces Academy {https://ror.org/03kyen796}
"Academia Naţională de Informaţii ""Mihai Viteazul"" din București",Bucharest,Romania,National Intelligence Academy {https://ror.org/03y3an855}
"Academia Navală ""Mircea cel Bătrân"" Constanța",Constanța,Romania,Mircea cel Batran Naval Academy {https://ror.org/00pzf4g66}
Handelshögskolan i Stockholm,Stockholm,Sweden,Stockholm School of Economics {https://ror.org/01s5jzh92}
Abant İzzet Baysal Üniversitesi,Bolu,Turkey,Bolu Abant İzzet Baysal University {https://ror.org/01x1kqx83}
Abdullah Gül Üniversitesi,Kayseri,Turkey,Abdullah Gül University {https://ror.org/00zdyy359}
Adana Alparslan Türkeş Bilim ve Teknoloji Üniversitesi,Adana,Turkey,Adana Science and Technology University {https://ror.org/013z3yn41}
Adana Bilim ve Teknoloji Üniversitesi,Adana,Turkey,Adana Science and Technology University {https://ror.org/013z3yn41}
Adıyaman Üniversitesi,Adıyaman,Turkey,Adıyaman University {https://ror.org/02s4gkg68}
Afyon Kocatepe Üniversitesi,Afyonkarahisar,Turkey,Afyon Kocatepe University {https://ror.org/03a1crh56}
Harran Üniversitesi,Şanlıurfa,Turkey,Harran University {https://ror.org/057qfs197}
Hasan Kalyoncu Üniversitesi,Gaziantep,Turkey,Hasan Kalyoncu University {https://ror.org/054g2pw49}
Nevşehir Hacı Bektaş Veli Üniversitesi,Nevşehir,Turkey,Nevşehir Hacı Bektaş Veli University {https://ror.org/019jds967}
Nevşehir Üniversitesi,Nevşehir,Turkey,Nevşehir Hacı Bektaş Veli University {https://ror.org/019jds967}
AA School of Architecture,London,United Kingdom,Architectural Association School of Architecture {https://ror.org/03b8f3736}
Aberystwyth University,Aberystwyth,United Kingdom,Aberystwyth University {https://ror.org/015m2p889}
ABI College Limited,London,United Kingdom,
Academy of Live and Recorded Arts,London,United Kingdom,
Access Creative College,Manchester,United Kingdom,
Access to Music Limited,Manchester,United Kingdom,
Harper Adams University,Newport,United Kingdom,Harper Adams University {https://ror.org/00z20c921}
Harper Adams University College,Newport,United Kingdom,Harper Adams University {https://ror.org/00z20c921}
Newcastle University,Newcastle upon Tyne,United Kingdom,Newcastle University {https://ror.org/01kj2bm70}
Newman University,Birmingham,United Kingdom,Newman University {https://ror.org/009tnsj43}
Universidad Antonio de Nebrija,Madrid,Spain,Universidad Nebrija {https://ror.org/03tzyrt94}
Universidad Camilo José Cela,Villanueva de la Cañada,Spain,Camilo José Cela University {https://ror.org/03f6h9044}
Universidad Católica San Antonio de Murcia,Guadalupe,Spain,Universidad Católica San Antonio de Murcia {https://ror.org/05b1rsv17}
Universidad Católica Santa Teresa de Jesús de Ávila,Ávila,Spain,Catholic University of Ávila {https://ror.org/05wa62164}
Universidad Complutense de Madrid,Madrid,Spain,Universidad Complutense de Madrid {https://ror.org/02p0gd045}
Universidad de A Coruña,A Coruña,Spain,Universidade da Coruña {https://ror.org/01qckj285}
Universidad de Alcalá,Alcalá de Henares,Spain,Universidad de Alcalá {https://ror.org/04pmn0e78}
Universidad de Alicante,Alicante,Spain,University of Alicante {https://ror.org/05t8bcz72}
Universidad de Almería,Almería,Spain,University of Almería {https://ror.org/003d3xx08}
Universidad de Burgos,Burgos,Spain,Universidad de Burgos {https://ror.org/049da5t36}
Universidad de Cádiz,Cádiz,Spain,Universidad de Cádiz {https://ror.org/04mxxkb11}
Universidad de Cantabria,Santander,Spain,Universidad de Cantabria {https://ror.org/046ffzj20}
Universidad de Castilla-La Mancha,Ciudad Real,Spain,University of Castilla-La Mancha {https://ror.org/05r78ng12}
Universidad de Córdoba,Córdoba,Spain,University of Córdoba {https://ror.org/05yc77b46}
Universidad de Deusto,Bilbao,Spain,Universidad de Deusto {https://ror.org/00ne6sr39}
Universidad de Extremadura,Badajoz,Spain,Universidad de Extremadura {https://ror.org/0174shg90}
Universidad de Granada,Granada,Spain,Universidad de Granada {https://ror.org/04njjy449}
Universidad de Huelva,Huelva,Spain,Universidad de Huelva {https://ror.org/03a1kt624}
Universidad de La Laguna,San Cristóbal de La Laguna,Spain,Universidad de La Laguna {https://ror.org/01r9z8p25}
Universidad de Las Palmas de Gran Canaria,Las Palmas de Gran Canaria,Spain,Universidad de Las Palmas de Gran Canaria {https://ror.org/01teme464}
Universidad Europea Miguel de Cervantes,Valladolid,Spain,Universidad Europea Miguel de Cervantes {https://ror.org/02p350r61}
Universidad Fernando Pessoa-Canarias,Santa María de Guía de Gran Canaria,Spain,Universidad Fernando Pessoa Canarias {https://ror.org/00bqe3914}
Universidad Loyola Andalucia,Seville,Spain,Universidad Loyola Andalucía {https://ror.org/0075gfd51}
Universitat Internacional de Catalunya,Barcelona,Spain,Universitat Internacional de Catalunya {https://ror.org/00tse2b39}
Universitat Oberta de Catalunya,Barcelona,Spain,Universitat Oberta de Catalunya {https://ror.org/01f5wp925}
Universitat Pompeu Fabra,Barcelona,Spain,Pompeu Fabra University {https://ror.org/04n0g0b29}
Universitat Ramón Llull,Barcelona,Spain,Universitat Ramon Llull {https://ror.org/04p9k2z50}
