raw_affiliation_string,label
"Dept. of Biological Engineering, Konkuk Univ., Seoul 05029, Republic of Korea.",Konkuk University {https://ror.org/025h1m602}
"Dept. of Chiropractic, Macquarie Univ., Sydney, Australia",Macquarie University {https://ror.org/01sf06y89}
"Dept. of Comput. & Inf. Sci., Kansas State Univ., Manhattan, KS, USA",Kansas State University {https://ror.org/05p1j8758}
"Dept. of Comput. & Inf. Technol., Fudan Univ., Shanghai",Fudan University {https://ror.org/013q1eq08}
"Dept. of Comput. & Information Technol., Fudan Univ., Shanghai, China",Fudan University {https://ror.org/013q1eq08}
"Dept. of Comput. Sci. & Eng., Nat. Inst. of Technol. Goa, Ponda, India",National Institute of Technology Goa {https://ror.org/01vmfpj79}
"Dept. of Comput. Sci. & Inf. Technol., Fudan Univ., Shanghai",Fudan University {https://ror.org/013q1eq08}
"Dept. of Comput. Sci., Alberta Univ., Edmonton, Alta., Canada",University of Alberta {https://ror.org/0160cpw27}
"Dept. of Comput. Sci., North Carolina Univ., Chapel Hill, NC, USA#TAB#",University of North Carolina at Chapel Hill {https://ror.org/0130frc33}
"Dept. of Comput. Sci., Nottingham Trent Univ., Nottingham, UK",Nottingham Trent University {https://ror.org/04xyxjd90}
"Dept. of Comput. Sci., Univ. Coll. Dublin, Dublin, Ireland",University College Dublin {https://ror.org/05m7pjf47}
"Dept. of Comput. Sci., Univ. of California, Los Angeles, CA, USA","University of California, Los Angeles {https://ror.org/046rm7j60}"
"Dept. of Comput. Sci., Virginia Polytech. Inst. & State Univ., Blacksburg, VA, USA",Virginia Tech {https://ror.org/02smfhw86}
"Dept. of Comput., Baptist Univ., Kowloon, Hong Kong",Hong Kong Baptist University {https://ror.org/0145fw131}
"Dept. of Comput., Macquarie Univ., North Ryde, NSW, Australia",Macquarie University {https://ror.org/01sf06y89}
"Dept. of Comput., Macquarie Univ., Sydney, NSW",Macquarie University {https://ror.org/01sf06y89}
"Dept. of Comput., Macquarie Univ., Sydney, NSW, Australia#TAB#",Macquarie University {https://ror.org/01sf06y89}
"Dept. of Computer Science, Cornell University Ithaca, NY#TAB#",Cornell University {https://ror.org/05bnh6r87}
"Dept. of Computer Science, University of North Carolina at Chapel Hill, NC#TAB#",University of North Carolina at Chapel Hill {https://ror.org/0130frc33}
"Dept. of Computer Science, Upson Hall, Cornell University, Ithaca, NY",Cornell University {https://ror.org/05bnh6r87}
"Dept. of Computing, Macquarie University, Sydney, NSW, Australia",Macquarie University {https://ror.org/01sf06y89}
"Dept. of Electr. & Comput. Eng., Univ. Laval, Laval, QC",Université Laval {https://ror.org/04sjchr03}
"Dept. of Electr. & Comput. Eng., Univ. Laval, Que.",Université Laval {https://ror.org/04sjchr03}
"Dept. of General Engineering, University of Illinois, Urbana-Champaign, IL#TAB#",University of Illinois Urbana-Champaign {https://ror.org/047426m28}
"Division of Applied Computing, University of Dundee, DD1 4HN, Dundee, UK#TAB#",University of Dundee {https://ror.org/03h2bxq36}
"Division of Applied Computing, University of Dundee, Dundee DD1 4HN, UK#TAB#",University of Dundee {https://ror.org/03h2bxq36}
"Division of Applied Computing, University of Dundee, Dundee, DD1 4HN, UK (e-mail: kjedwards@dundee.ac.uk)#TAB#",University of Dundee {https://ror.org/03h2bxq36}
"Division of Endocrinology, Department of Internal Medicine, Kangnam Severance Hospital Severance Institute for Vascular and Metabolic Research, Yonsei University College of Medicine, 146-92, Dogok-Dong, Kangnam-Ku, Seoul 135-720, Republic of Korea.",Yonsei University {https://ror.org/01wjejq96}|Severance Hospital {https://ror.org/044kjp413}
Dokuz Eylül Üniv. (Turkey),Dokuz Eylül University {https://ror.org/00dbd8b73}
"Don Bosco Institute of Technology,Department of Computer Engineering,Mumbai,India",
Don State Technical University,Don State Technical University {https://ror.org/00x5je630}
Dongbei University of Finance & Economics,Dongbei University of Finance and Economics {https://ror.org/05db1pj03}
"Ecole Nationale Supérieure, des Mines de Saint-Etienne",Mines Saint-Étienne {https://ror.org/05a1dws80}
"FE, Universitas Katolik Santo Thomas",Universitas Katolik Santo Thomas {https://ror.org/01bwbjs64}
Faculdade Satc,
"Faculty of Information Technology, University of Jyvaskyla, Jyväskylä, Finland#TAB#",University of Jyväskylä {https://ror.org/05n3dz165}
"Fakultas Ekonomi dan Bisnis,#R##N#Universitas Trisakti",Universitas Trisakti {https://ror.org/019fnr381}
"Fakultät für Mathematik und Informatik, Universität Konstanz, Universitätsstraβe 10, 78434 Konstanz, Germany",University of Konstanz {https://ror.org/0546hnb39}
"Farmasi, Universitas Islam Bandung",Bandung Islamic University {https://ror.org/04tp6pr14}
First Affiliated Hospital of Kunming Medical College Kunming China,First Affiliated Hospital of Kunming Medical University {https://ror.org/02g01ht84}
"Florence Nightingale Hospital, Division of Cardiology, Istanbul, Sisli, Turkey 34381",Istanbul Florence Nightingale Hospital {https://ror.org/01jh1mm11}
"Franche-Comté Électronique Mécanique, Thermique et Optique - Sciences et Technologies (UMR 6174)",Franche-Comté Électronique Mécanique Thermique et Optique - Sciences et Technologies {https://ror.org/004fmxv66}|Franche-Comté Électronique Mécanique Thermique et Optique - Sciences et Technologies {https://ror.org/004fmxv66}
"Fudan Univ. Shanghai, China",Fudan University {https://ror.org/013q1eq08}
Fudan University,Fudan University {https://ror.org/013q1eq08}
"Fudan University,china",Fudan University {https://ror.org/013q1eq08}
"Fujian university of traditional, Chinese medicine, FuZhou China",Fujian University of Traditional Chinese Medicine {https://ror.org/05n0qbd70}
Gaidar Institute for Economic Policy,Gaidar Institute for Economic Policy {https://ror.org/03jqhsm88}
"Gestion de l'Eau, Acteurs, Usages","Gestion de l'Eau, Acteurs, Usages {https://ror.org/020g0rw41}"
"Grünberg Research Centre, Nanjing University of Posts and Telecommunications , Nanjing 210003, China.",Nanjing University of Posts and Telecommunications {https://ror.org/043bpky34}
"H. E. J. Research Institute of Chemistry, International Center for Chemical and Biological Sciences, University of Karachi , Karachi, Pakistan",University of Karachi {https://ror.org/05bbbc791}|International Center for Chemical and Biological Sciences {https://ror.org/024ghrf67}
"Hanken Sch. of Econ., Finland",Hanken School of Economics {https://ror.org/026086s92}
"Henan Inst. of Sci. & Technol., Xinxiang, China",Henan Institute of Science and Technology {https://ror.org/0578f1k82}
"Herbert Wertheim College of Medicine, Florida International University, Miami, FL, USA.",Florida International University {https://ror.org/02gz6gg07}
Heriot-Watt Univ (United Kingdom),Heriot-Watt University {https://ror.org/04mghma93}
"Hochschule Darmstadt, Darmstadt, Deutschland",Darmstadt University of Applied Sciences {https://ror.org/047wbd030}
Hugin Expert A/S,Hugin Expert (Denmark) {https://ror.org/053pt1j04}
"IDM Almaden Research Center, San Jose, CA#TAB#",IBM Research - Almaden {https://ror.org/005w8dd04}
"ISN Nat. Key Lab., Xidian Univ., Xi'an, China#TAB#",Xidian University {https://ror.org/05s92vm98}
Igor Sikorsky Kyiv Polytechnic Institute,National Technical University of Ukraine “Igor Sikorsky Kyiv Polytechnic Institute” {https://ror.org/00syn5v21}
"Illinois Genetic Algorithms Laboratory (IlliGAL), Department of General Engineering, University of Illinois at Urbana-Champaign, 104 S. Mathews Avenue, Urbana, Illinois#TAB#",University of Illinois Urbana-Champaign {https://ror.org/047426m28}
"Illinois Genetic Algorithms Laboratory University of Illinois Urbana, IL 61801 USA deg@illigal.ge.uiuc.edu#TAB#",University of Illinois Urbana-Champaign {https://ror.org/047426m28}
"Illinois Genetic Algorithms Laboratory, University of Illinois at Urbana Champaign, Urbana, IL, USA",University of Illinois Urbana-Champaign {https://ror.org/047426m28}
"Illinois Genetic Algorithms Laboratory, University of Illinois at Urbana-Champaign, 117 Transportation Building, 104 S. Mathews Av. Urbana, IL#TAB#",University of Illinois Urbana-Champaign {https://ror.org/047426m28}
"Illinois Genetic Algorithms Laboratory, University of Illinois at Urbana-Champaign, USA IL 61801#TAB#",University of Illinois Urbana-Champaign {https://ror.org/047426m28}
"Illinois Genetic Algorithms Laboratory, University of Illinois at Urbana-Champaign, Urbana, IL",University of Illinois Urbana-Champaign {https://ror.org/047426m28}
"Illinois Genetic Algorithms Laboratory, University of Illinois at Urbana-Champaign, Urbana, Illinois",University of Illinois Urbana-Champaign {https://ror.org/047426m28}
"Illinois Genetic Algorithms Laboratory, University of Illinois at Urbana-Champaign, Urbana-Champaign, Illinois#TAB#",University of Illinois Urbana-Champaign {https://ror.org/047426m28}
"Illinois Genetic Algorithms Laboratory, University of Illinois, Urbana, IL#TAB#",University of Illinois Urbana-Champaign {https://ror.org/047426m28}
"Indian Council of Forestry Research & Education, Dehradun, India.",Indian Council of Forestry Research and Education {https://ror.org/04r2bgz73}
"Indian Institute of Science, Education, and Research, Pune 411008, India.",Indian Institute of Science Education and Research Pune {https://ror.org/028qa3n13}
Indian Institute of Technology,
"Inf. Eng. Coll., Beijing Inst. of Petrochem. Technol., Beijing",Beijing Institute of Petrochemical Technology {https://ror.org/025s55q11}
Inje Univ.,Inje University {https://ror.org/04xqwq985}
"Inst. for Marine and Antarctic Studies, Univ. of Tasmania, Hobart, Australia",University of Tasmania {https://ror.org/01nfmeh72}
"Inst. of Software, Peking Univ., Beijing, China",Peking University {https://ror.org/02v51f717}
Institut Charles Gerhardt Montpellier - Institut de Chimie Moléculaire et des Matériaux de Montpellier,Institut Charles Gerhardt {https://ror.org/028wq3277}
Institut Fresnel (France),Institut Fresnel {https://ror.org/03br1wy20}
"Institut Paoli-Calmettes, Marseille, France",Institute Paoli-Calmettes {https://ror.org/04s3t1g37}
"Institut de Ciència de Materials de Barcelona (ICMAB-CSIC), Campus Universitari, 08193 Bellaterra,Catalonia,Spain",Institut de Ciència de Materials de Barcelona {https://ror.org/03hasqf61}|Consejo Superior de Investigaciones Científicas {https://ror.org/02gfc7t72}
"Institut für Angewandte Mathematik Universität Bonn, Wegelerstraße 6 5300 Bonn, West Germany",University of Bonn {https://ror.org/041nas322}
"Institut für Angewandte Mathematik der Universität, Bonn, Federal Republic of Germany",University of Bonn {https://ror.org/041nas322}
"Institut für Angewandte Mathematik, Universität Bonn, Bonn,#N#Germany#N#",University of Bonn {https://ror.org/041nas322}
"Institut für Angewandte Mathematik, Universität Bonn, Wegelerstrasse 6, 53 Bonn, West Germany",University of Bonn {https://ror.org/041nas322}
"Institut für Angewandte Mathematik, der Universität Bonn, Wegelerstraße 6, D — 53 Bonn",University of Bonn {https://ror.org/041nas322}
Institut méditerranéen de biodiversité et d'écologie marine et continentale,Mediterranean Institute of Marine and Terrestrial Biodiversity and Ecology {https://ror.org/0409c3995}
"Institute for Physical Science and Technology and Department of Mathematics, University of Maryland, College Park, Maryland#TAB#","University of Maryland, College Park {https://ror.org/047s2c258}"
"Institute for Theoretical Physics, State University of New York at Stony Brook, Stony Brook, Long Island, NY 11794, USA",Stony Brook University {https://ror.org/05qghxh33}
"Institute for Theoretical Physics, State University of New York at Stony Brook, Stony Brook, NY 11794, USA",Stony Brook University {https://ror.org/05qghxh33}
"Institute for Theoretical Physics, State University of New York at Stony Brook, Stony Brook, NY 1794–3840, USA",Stony Brook University {https://ror.org/05qghxh33}
"Institute for Theoretical Physics, State University of New York at Stony Brook, Stony Brook, New York",Stony Brook University {https://ror.org/05qghxh33}
"Institute for Theoretical Physics, State University of New York at Stony Brook, Stony Brook, New York 11794-3840 USA",Stony Brook University {https://ror.org/05qghxh33}
"Institute for Theoretical Physics, State University of New York, Stony Brook, Long Island, New York 11794, USA",Stony Brook University {https://ror.org/05qghxh33}
"Institute for Theoretical Physics, State University of New York, Stony Brook, NY 11794 USA",Stony Brook University {https://ror.org/05qghxh33}
"Institute for Theoretical Physics, State University of New York, Stony Brook, NY 11794, USA",Stony Brook University {https://ror.org/05qghxh33}
"Institute for Theoretical Physics, State University of New York, Stony Brook, NY 11794-3800, USA",Stony Brook University {https://ror.org/05qghxh33}
"Institute for Theoretical Physics, State University of New York, Stony Brook, New York 11794, USA",Stony Brook University {https://ror.org/05qghxh33}
"Institute for the Physics and Mathematics of the Universe (IPMU), University of Tokyo, Chiba 277-8582, Japan",The University of Tokyo {https://ror.org/057zh3y96}|Kavli Institute for the Physics and Mathematics of the Universe {https://ror.org/02chw6z69}
"Institute für Angewandte Mathematik, Universität Bonn, 53 Bonn, W. Germany",University of Bonn {https://ror.org/041nas322}
"Institute of Astronomy Cambridge, UK",
"Institute of Astronomy, Cambridge University, Cambridge CB3 0HA, England, UK",University of Cambridge {https://ror.org/013meh722}
"Institute of Astronomy, Cambridge University, Madingley Road, Cambridge CB3 0HA, England, U.K",University of Cambridge {https://ror.org/013meh722}
"Institute of Astronomy, Cambridge University, Madingley Road, Cambridge CB3 0HA, England, UK",University of Cambridge {https://ror.org/013meh722}
"Institute of Astronomy, University of Cambridge, Madingley Road, Cambridge CB3 0HA",University of Cambridge {https://ror.org/013meh722}
"Institute of Astronomy, University of Cambridge, Madingley Road, Cambridge CB3 0HA, UK",University of Cambridge {https://ror.org/013meh722}
Institute of Astronomy; Cambridge UK,
"Institute of Basic Science and School of Computer Aided Science, Inje University, Gimhae 621-749, Republic of Korea",Inje University {https://ror.org/04xqwq985}
"Institute of Basic Sciences and Department of Computer Simulation, Inje University, Gimhae 621-749, Republic of Korea",Inje University {https://ror.org/04xqwq985}
"Institute of Clinical Medicine, University of Tromsø,  Tromsø, Norway.",UiT The Arctic University of Norway {https://ror.org/00wge5k78}
"Institute of Computer Science and Technology, Xidian University, Xi’an, Shaanxi, China",Xidian University {https://ror.org/05s92vm98}
"Institute of Computer Science, Academy of Sciences, Prague, Czech Republic","Czech Academy of Sciences {https://ror.org/053avzc18}|Czech Academy of Sciences, Institute of Computer Science {https://ror.org/0496n6574}"
"Institute of Heavy Ion Physics, Peking University, Beijing 100871, China",Peking University {https://ror.org/02v51f717}
"Institute of Mathematical Science and School of Computer Aided Science, Inje University, Gimhae 621-749, South Korea",Inje University {https://ror.org/04xqwq985}
"Institute of Medical Informatics, Biometry, and Epidemiology, University Duisburg-Essen, Essen, Germany",University of Duisburg-Essen {https://ror.org/04mz5ra38}
"Institute of Microelectronics, 11 Science Park Road, Science Park II, Singapore 117685, Singapore#TAB#",Institute of Microelectronics {https://ror.org/009rw8n36}
"Institute of Molecular Plus, Tianjin University, Tianjin, 300072, China",Tianjin University {https://ror.org/012tb2g32}
"Institute of Neuroscience, Newcastle University, Newcastle upon Tyne NE2 4HH, UK.",Newcastle University {https://ror.org/01kj2bm70}
"Institute of Neuroscience, Newcastle University, Newcastle upon Tyne, NE2 4HH, UK",Newcastle University {https://ror.org/01kj2bm70}
Institute of Optics and Electronics (China),Institute of Optics and Electronics {https://ror.org/02bn68w95}
"Institute of Particle Physics, Hua-Zhong Normal University, Wuhan 430070, China",Central China Normal University {https://ror.org/03x1jna21}
"Institute of Scientific and Technical Information of China, Beijing, China#TAB#",Institute of Scientific and Technical Information of China {https://ror.org/01b2av652}
"Institute of Theoretical and Experimental Physics, B. Cheremushkinskaya str. 25, 117218 Moscow, Russia",Institute for Theoretical and Experimental Physics {https://ror.org/0238gz740}
Instituto Federal Catarinense - Campus Ibirama,Instituto Federal Catarinense {https://ror.org/02f8h1m78}
"Instituto Federal De Educação Ciência, e Tecnologia Goiano",Instituto Federal Goiano {https://ror.org/0036c6m19}
"Instituto de Biología y Medicina Experimental, IBYME-CONICET, Ciudad Autónoma de Buenos Aires, Argentina.",Experimental Medicine and Biology Institute {https://ror.org/03hnwy706}
"Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado, Ciudad de México, México",Institute for Social Security and Services for State Workers {https://ror.org/02d93ae38}
"International Joint Cancer Institute, The Second Military Medical University, Shanghai, China",Second Military Medical University {https://ror.org/04tavpn47}
International Univ of Health and Welfare,International University of Health and Welfare {https://ror.org/053d3tv41}
"Istituto di Ricerche Farmacologiche Mario Negri IRCCS, Centro Anna Maria Astori, Science and Technology Park Kilometro Rosso, Bergamo, Italy.",Mario Negri Institute for Pharmacological Research {https://ror.org/05aspc753}
"Italian National Institute of Health, Department of Technology and health, Rome, 00161, Italy",Istituto Superiore di Sanità {https://ror.org/02hssy432}
"Izaña Atmospheric Research Centre (IARC), State Meteorological Agency of Spain (AEMET), Santa Cruz de Tenerife, Spain",Agencia Estatal de Meteorología {https://ror.org/04kxf1r09}
JIANGXI UNIVERSITY OF SCIENCE & TECHNOLOGY,Jiangxi University of Science and Technology {https://ror.org/03q0t9252}
Japan Adv. Inst. of Science and Tech.,Japan Advanced Institute of Science and Technology {https://ror.org/03frj4r98}
"Jinnah Medical and Dental College, Karachi Pakistan",Jinnah Medical & Dental College {https://ror.org/05gh0na70}
KDI School of Public Policy & Management,Korea Development Institute {https://ror.org/02h7vzs32}
"Kansas State Univ., Manhattan",Kansas State University {https://ror.org/05p1j8758}
"Kansas State University Manhattan, KS",Kansas State University {https://ror.org/05p1j8758}
"Kazan State Power Engineering University, Kazan, Russia",Kazan State Power Engineering University {https://ror.org/0326g9440}
"Key Laboratory for Environmental and Urban Sciences, Shenzhen Graduate School, Peking University, Shenzhen 518055, China",Peking University {https://ror.org/02v51f717}
"Khlopin Radium Institute,St. Petersburg,Russia",V. G. Khlopin Radium Institute {https://ror.org/05gy4kr80}
"Kyiv National University of Construction and Architecture,",Kyiv National University of Construction and Architecture {https://ror.org/02qp15436}
Kyoto Univ.,Kyoto University {https://ror.org/02kpeqv85}
"Kyoto University, Kyoto, JAPAN",Kyoto University {https://ror.org/02kpeqv85}
"LATP.CMI., Université de Provence. Rue Joliot-Curie, F-13453 Marseille Cedex 13, France",Aix-Marseille University {https://ror.org/035xkbk20}
LG Household & Health Care (LG H&H) Seoul Korea,
Laboratoire de chimie théorique,Laboratoire de Chimie Théorique {https://ror.org/00tmb7y09}
"Laboratori Nazionali di Frascati dell'INFN, I-00044, Frascati, Italy",National Laboratory of Frascati {https://ror.org/049jf1a25}|Istituto Nazionale di Fisica Nucleare {https://ror.org/005ta0471}
"Laboratory for Knowledge Discovery in Databases, Computing and Information Sciences (CIS) Department, Kansas State University, Manhattan, KS#TAB#",Kansas State University {https://ror.org/05p1j8758}
"Laboratory for Knowledge Discovery in Databases, Kansas State University, Manhattan, KS#TAB#",Kansas State University {https://ror.org/05p1j8758}
"Laboratory of Functional Chemistry and Nutrition of Food, College of Food Science and Engineering, Northwest A&F University,Yangling,China",North West Agriculture and Forestry University {https://ror.org/0051rme32}
"Laboratory of Morphometry and Cardiovascular Morphology, Biomedical Center, Institute of Biology, State University of Rio de Janeiro, Brazil.",Rio de Janeiro State University {https://ror.org/0198v2949}
Laureate Institute for Brain Research.,Laureate Institute for Brain Research {https://ror.org/05e6pjy56}
"LogicVision, SanJose, CA",
"M.H. Saboo Siddik College of Engineering, Mumbai, India#TAB#",
MATHEMATISCHES INSTITUT UNIVERSITÄT BONN BONN,University of Bonn {https://ror.org/041nas322}
Macquarie University  Sydney NSW,Macquarie University {https://ror.org/01sf06y89}
"Macquarie University Sydney, NSW 2109 Australia",Macquarie University {https://ror.org/01sf06y89}
Macquarie University — Sydney,Macquarie University {https://ror.org/01sf06y89}
"Macquarie University, NSW, Australia.",Macquarie University {https://ror.org/01sf06y89}
"Macquarie University, Sydney, NSW, Australia",Macquarie University {https://ror.org/01sf06y89}
"Management Intelligenter Technologien GmbH, Promenade 9, 52076 Aachen, Germany#TAB#",Management Intelligenter Technologien (Germany) {https://ror.org/047m6hg73}
"Materials Physics Laboratory, State Key Laboratory for Mesoscope Physics, Department of Physics, Peking University, Beijing 100871, China",Peking University {https://ror.org/02v51f717}
"Materials Physics Laboratory, State Key Laboratory for Mesoscopic Physics, Department of Physics, Peking University, Beijing 100871, China",Peking University {https://ror.org/02v51f717}
"Mathematics Department , College of Science King Saud University , P O Box 2455, Riyadh, 11451, Saudi Arabia ",King Saud University {https://ror.org/02f81g417}
"Mathematics Department , College of Science, King Saud University , Riyadh, 11451, Saudi Arabia ",King Saud University {https://ror.org/02f81g417}
"Mathematics Department College of Science, King Saud University, Riyadh, Saudi Arabia",King Saud University {https://ror.org/02f81g417}
Mathematics Department University of Calgary,University of Calgary {https://ror.org/03yjb2x39}
"Mathematics Department University of Calgary Calgary, Alberta T2N 1N4 Canada",University of Calgary {https://ror.org/03yjb2x39}
"Mathematics Department, College of Science , King Saud University , P.O. Box 2455, Riyadh, 11451, Saudi Arabia ",King Saud University {https://ror.org/02f81g417}
"Mathematics Department, College of Science King Saud University, P.O. Box 2455, Riyadh 11451, Saudi Arabia",King Saud University {https://ror.org/02f81g417}
"Mathematics Department, College of Science King Saud University, P.O. Box 2455, Riyadh 11451, Saudi Arabia#TAB#",King Saud University {https://ror.org/02f81g417}
"Mathematics Department, College of Science, Kind Saud University, Riyadh 11451, Saudi Arabia",King Saud University {https://ror.org/02f81g417}
"Mathematics Department, College of Science, King Saud University P.O. Box 2455, Riyadh 11451, Saudi Arabia",King Saud University {https://ror.org/02f81g417}
"Mathematics Department, College of Science, King Saud University, P. O. Box 2455, Riyadh 11451, Saudi Arabia",King Saud University {https://ror.org/02f81g417}
"Mathematics Department, College of Science, King Saud University, Riyadh 11451, Saudi Arabia",King Saud University {https://ror.org/02f81g417}
"Mathematics Department, College of Science, P.O. Box 2455, King Saud University, Riyadh 11451, Saudi Arabia#TAB#",King Saud University {https://ror.org/02f81g417}
"Mathematics Department, King Saud University, Riyadh, 11451, Saudi Arabia",King Saud University {https://ror.org/02f81g417}
"Mathematics Department, University of Calgary, Calgary, Alberta, Canada, T2N 1N4. E-mail: ramollin@math.ucalgary.ca",University of Calgary {https://ror.org/03yjb2x39}
"Mathematics Department, University of Maryland, College Park, USA","University of Maryland, College Park {https://ror.org/047s2c258}"
"Mathematisches Institut , Universität Bonn , Bonn , Germany ",University of Bonn {https://ror.org/041nas322}
Mathematisches Institut Universität Bonn,University of Bonn {https://ror.org/041nas322}
"Mathematisches Institut der Universität Bonn, Bonn 1, Federal Republic of Germany",University of Bonn {https://ror.org/041nas322}
"Mathematisches Institut der Universität Bonn, Bonn, ",University of Bonn {https://ror.org/041nas322}
"Mcgill Univ Health centre, Montreal, Canada",McGill University Health Centre {https://ror.org/04cpxjv19}
"Menzies Inst for Med Res, Univ of Tasmania, Hobart, Australia",University of Tasmania {https://ror.org/01nfmeh72}
"Microprocessor R&D Center, Peking Univ., Beijing, China",Peking University {https://ror.org/02v51f717}
"Microprocessor R&D Center, Peking Univ., Peking",Peking University {https://ror.org/02v51f717}
Ministry of Water Resources,Ministry of Water Resources of the People's Republic of China {https://ror.org/04e698d63}
Mälardalen University,Mälardalen University {https://ror.org/033vfbz75}
NASA Ames Res. Center,Ames Research Center {https://ror.org/02acart68}
"NORDITA and State University of New York∗, Stony Brook, N.Y., USA",Stony Brook University {https://ror.org/05qghxh33}|Nordic Institute for Theoretical Physics {https://ror.org/03r06fs10}
"National Engineering Research Center for Biomaterials, Sichuan University, Chengdu 610064, PR China",Sichuan University {https://ror.org/011ashp19}
"National Heart Research Institute Singapore, National Heart Centre Singapore, Singapore",National Heart Centre Singapore {https://ror.org/04f8k9513}
National Inst. of Polar Research,National Institute of Polar Research {https://ror.org/05k6m5t95}
National Institute of Animal Biotechnology  Hyderabad India,National Institute of Animal Biotechnology {https://ror.org/00f6a9h42}
"National Key Laboratory of Antennas and Microwave Technology, Xidian University, Xi'an, Shaanxi 710071, People's Republic of China",Xidian University {https://ror.org/05s92vm98}
"National Key Laboratory of Thermostructure Composite Materials, College of Materials Science, Northwestern Polytechnical University, Xi'an 710072, PR China",Northwestern Polytechnical University {https://ror.org/01y0j0j86}
"National Key Laboratory of Thermostructure Composite Materials, Northwestern Polytechnical University, 547 Mailbox, Xi'an Shaanxi 710072, People's Republic of China",Northwestern Polytechnical University {https://ror.org/01y0j0j86}
"National Key Laboratory of Thermostructure Composite Materials, Northwestern Polytechnical University, P.O. Box 547, Xi’an, Shaanxi 710072, China",Northwestern Polytechnical University {https://ror.org/01y0j0j86}
"National Key Laboratory of Thermostructure Composite Materials, Northwestern Polytechnical University, Xi'an 710072, China",Northwestern Polytechnical University {https://ror.org/01y0j0j86}
"National Key Laboratory of Thermostructure Composite Materials, Northwestern Polytechnical University, Xi'an Shaanxi 710072, China",Northwestern Polytechnical University {https://ror.org/01y0j0j86}
"National Key Laboratory of Thermostructure Composite Materials, Northwestern Polytechnical University, Xi'an Shaanxi 710072, People's Republic of China",Northwestern Polytechnical University {https://ror.org/01y0j0j86}
"National Key Laboratory of Thermostructure Composite Materials, Northwestern Polytechnical University, Xi’an 710072, Shannxi, PR China",Northwestern Polytechnical University {https://ror.org/01y0j0j86}
"National Key Laboratory of Thermostructure Composite Materials, Northwestern Polytechnical University, Xi’an, Shaanxi 710072, PR China",Northwestern Polytechnical University {https://ror.org/01y0j0j86}
"National Key Laboratory of Thermostructure Composite Materials, School of Materials Science, Northwestern Polytechnical University, Xi’an Shaanxi 710072, PR China",Northwestern Polytechnical University {https://ror.org/01y0j0j86}
"National Key Laboratory of Thermostructure Composite Materials, School of Materials Science, Northwestern Polytechnical University, Xi’an, Shannxi 710072, PR China",Northwestern Polytechnical University {https://ror.org/01y0j0j86}
"National Laboratory of Antennas and Microwave Technology, Xidian University, Xi'an, Shaanxi 710071, People's Republic China",Xidian University {https://ror.org/05s92vm98}
"Nature Inspired Computation and Applications Laboratory, School of Information Science and Technology, USTC, Huangshan Road, Hefei, Anhui 230027, China#TAB#",University of Science and Technology of China {https://ror.org/04c4dkn09}
"Nephrology Department, Centro Hospitalar Vila Nova de Gaia/Espinho, Vila Nova de Gaia, PORTUGAL",Centro Hospitalar de Vila Nova de Gaia {https://ror.org/042jpy919}
"Netaji Subhash Engg. College,Kolkata,India",
"Northeast Normal Univ, Changchun, China",Northeast Normal University {https://ror.org/02rkvz144}
Northwest A&F University College of Forestry Yangling China,North West Agriculture and Forestry University {https://ror.org/0051rme32}
"Northwest A&F University, Yangling 712100, China",North West Agriculture and Forestry University {https://ror.org/0051rme32}
"Northwest Institute of Nuclear Technology, P",Northwest Institute of Nuclear Technology {https://ror.org/04svrh266}
"Novosibirsk State Agrarian University, Novosibirsk, Russia",Novosibirsk State Agricultural University {https://ror.org/01hgeey64}
"Nutritional Biochemistry Laboratory, Department of Human Physiology, Tripura University (A Central University), Suryamaninagar, West Tripura, Agartala 799022, India.",Tripura University {https://ror.org/05xqycm14}
Obihiro University of Agriculture and Veterinary Medicine,Obihiro University of Agriculture and Veterinary Medicine {https://ror.org/02t9fsj94}
"Odesa National Medical University, Odesa, Ukraine;",Odessa National Medical University {https://ror.org/0110at529}
"Oregon Res. Inst., Eugene, OR, USA",Oregon Research Institute {https://ror.org/05j91v252}
PGS (),Petroleum Geo-Services (United Kingdom) {https://ror.org/04s3xvj56}
"Pattern Discovery Software Systems Ltd., Canada#TAB#",Pattern Discovery Technologies (Canada) {https://ror.org/04hs39d68}
Peking Univ.#TAB#,Peking University {https://ror.org/02v51f717}
"Peking University, Beijing, ",Peking University {https://ror.org/02v51f717}
"Pendidikan Anak Usia Dini, Universitas negeri Jakarta",State University of Jakarta {https://ror.org/01hgg7b81}
"Peter the Great St. Petersburg Polytechnic University, Polytechnicheskaya, 29, St., Petersburg 195251, Russia",Peter the Great St. Petersburg Polytechnic University {https://ror.org/02x91aj62}
"Physics Department State University of New York at Stony Brook, Stony Brook, USA",Stony Brook University {https://ror.org/05qghxh33}
"Physics Department, SUNY at Stony Brook, NY 11794, USA",Stony Brook University {https://ror.org/05qghxh33}
"Physics Department, SUNY at Stony Brook, NY and ITP, UCSB, Santa Barbara, CA",Stony Brook University {https://ror.org/05qghxh33}
"Physics Department, State University of New York at Stony Brook, Long Island, New York 11794 USA",Stony Brook University {https://ror.org/05qghxh33}
"Physics Department, State University of New York at Stony Brook, Stony Brook, NY 11794, USA",Stony Brook University {https://ror.org/05qghxh33}
